nom,datecreation,createur,algorithmetirage,plateforme,dispositifs,uri
p-Chataignier1,2015-07-03T12:02:20.078+0200,['test:/4'],Sans Tirage,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0
