type,variable,objetmetier,valeur,saisie,sessions,uri
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.165/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.330
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.165/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.331
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.166/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.332
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.166/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.333
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.167/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.334
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.167/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.335
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.168/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.336
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.168/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.337
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.169/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.338
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.169/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.339
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.170/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.340
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.170/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.341
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.171/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.342
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.171/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.343
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.172/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.344
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.172/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.345
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.173/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.346
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.173/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.347
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.174/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.348
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.174/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.349
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.175/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.350
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.175/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.351
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.176/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.352
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.176/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.353
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.177/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.354
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.177/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.355
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.178/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.356
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.178/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.357
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.179/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.358
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.179/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.359
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.180/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.360
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.180/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.361
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.181/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.362
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.181/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.363
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.182/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.364
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.182/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.365
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.183/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.366
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.183/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.367
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.184/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.368
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.184/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.369
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.185/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.370
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.185/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.371
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.186/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.372
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.186/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.373
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.187/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.374
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.187/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.375
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.188/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.376
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.188/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.377
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.189/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.378
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.189/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.379
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.190/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.380
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.190/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.381
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.191/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.382
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.191/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.383
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.192/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.384
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.192/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.385
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.193/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.386
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.193/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.387
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.194/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.388
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.194/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.389
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.195/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.390
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.195/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.391
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.196/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.392
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.196/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.393
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.197/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.394
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.197/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.395
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.198/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.396
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.198/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.397
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.199/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.398
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.199/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.399
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.200/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.400
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.200/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.401
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.201/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.402
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.201/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.403
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.202/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.404
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.202/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.405
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.203/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.406
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.203/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.407
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.204/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.408
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.204/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.409
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.205/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.410
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.205/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.411
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.206/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.412
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.206/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.413
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.207/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.414
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.207/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.415
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.208/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.416
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.208/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.417
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.209/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.418
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.209/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.419
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.210/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.420
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.210/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.421
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.211/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.422
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.211/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.423
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.212/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.424
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.212/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.425
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.213/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.426
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.213/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.427
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.214/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.428
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.214/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.429
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.215/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.430
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.215/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.431
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.216/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.432
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.216/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.433
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.217/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.434
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.217/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.435
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.218/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.436
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.218/@individus.0'],1,1.0,0.0,test:/1/@sessions.0/@mesurevariables.437
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.219/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.438
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.219/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.439
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.220/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.440
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.220/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.441
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.221/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.442
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.221/@individus.0'],3,1.0,0.0,test:/1/@sessions.0/@mesurevariables.443
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.222/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.444
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.222/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.445
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.223/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.446
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.223/@individus.0'],2,1.0,0.0,test:/1/@sessions.0/@mesurevariables.447
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.0'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.224/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.448
adonis.modeleMetier.saisieTerrain:MesureVariableEntiere,['test:/1/@variables.1'],['test:/0/@dispositifs.0/@blocs.0/@parcellesunitaire.224/@individus.0'],,1.0,0.0,test:/1/@sessions.0/@mesurevariables.449
