valeur,plateforme,dispositifs,protocoles,facteurs,uri
18_27,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.242
8_4,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.243
16_22,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.244
14_42,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.245
31_3,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.246
8_3,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.247
14_41,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.248
17_8,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.249
32_21,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.250
6_20,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.251
25_9,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.252
16_21,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.253
2_14,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.254
18_28,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.255
5_17,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.256
16_24,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.257
29_17,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.258
8_5,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.259
38_5,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.260
26_16,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.261
31_13,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.262
13_36,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.263
26_17,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.264
11_11,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.265
30_16,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.266
32_24,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.267
13_37,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.268
18_30,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.269
6_33,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.270
14_47,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.271
30_17,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.272
26_28,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.273
17_19,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.274
30_24,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.275
13_40,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.276
32_27,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.277
18_32,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.278
4_14,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.279
13_39,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.280
36_10,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.281
26_19,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.282
35_7,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.283
14_48,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.284
14_49,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.285
13_41,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.286
29_18,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.287
32_28,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.288
13_42,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.289
32_29,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.290
13_43,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.291
32_30,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.292
36_14,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.293
29_20,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.294
18_37,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.295
14_54,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.296
8_6,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.297
31_8,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.298
1_15,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.299
35_14,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.300
14_53,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.301
25_13,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.302
5_21,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.303
31_6,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.304
5_20,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.305
4_18,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.306
14_52,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.307
6_25,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.308
32_31,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.309
6_26,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.310
17_12,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.311
16_33,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.312
2_15,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.313
18_38,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.314
36_12,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.315
29_22,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.316
14_55,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.317
11_15,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.318
17_13,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.319
4_20,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.320
36_13,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.321
14_56,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.322
16_34,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.323
14_57,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.324
6_35,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.325
25_17,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.326
18_41,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.327
2_16,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.328
5_22,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.329
13_49,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.330
26_26,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.331
35_15,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.332
26_25,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.333
25_14,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.334
13_48,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.335
13_47,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.336
1_18,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.337
32_33,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.338
27_35,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.339
31_9,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.340
18_40,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.341
26_24,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.342
14_58,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.343
11_12,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.344
32_32,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.345
1_16,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.346
27_36,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.347
26_27,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.348
13_50,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.349
18_44,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.350
6_29,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.351
17_14,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.352
13_51,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.353
27_37,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.354
16_37,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.355
13_54,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.356
29_26,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.357
31_11,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.358
18_43,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.359
27_38,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.360
27_39,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.361
18_48,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.362
32_38,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.363
14_63,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.364
25_16,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.365
14_62,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.366
17_16,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.367
13_57,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.368
35_16,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.369
5_24,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.370
18_46,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.371
1_17,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.372
4_22,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.373
11_17,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.374
30_20,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.375
16_40,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.376
11_16,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.377
16_39,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.378
27_40,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.379
31_12,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.380
38_7,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.381
13_59,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.382
32_36,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.383
14_64,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.384
1_19,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.385
13_60,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.386
29_28,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.387
11_18,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.388
11_19,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.389
5_25,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.390
32_52,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.391
25_28,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.392
16_66,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.393
13_95,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.394
27_46,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.395
18_50,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.396
13_65,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.397
14_68,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.398
35_19,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.399
27_45,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.400
14_67,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.401
18_49,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.402
13_64,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.403
16_47,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.404
4_27,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.405
29_30,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.406
25_18,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.407
1_20,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.408
26_29,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.409
32_39,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.410
29_31,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.411
13_66,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.412
1_29,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.413
27_67,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.414
31_20,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.415
29_43,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.416
14_97,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.417
16_67,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.418
14_99,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.419
18_74,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.420
32_53,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.421
27_48,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.422
41_4,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.423
27_47,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.424
36_16,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.425
11_22,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.426
26_30,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.427
17_21,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.428
13_68,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.429
6_37,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.430
5_26,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.431
5_27,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.432
26_31,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.433
18_54,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.434
26_42,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.435
29_44,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.436
1_30,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.437
31_21,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.438
26_43,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.439
32_54,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.440
25_29,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.441
14_74,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.442
26_32,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.443
18_56,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.444
14_73,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.445
13_72,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.446
29_33,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.447
17_22,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.448
10_2,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.449
18_55,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.450
27_49,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.451
14_76,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.452
26_33,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.453
32_40,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.454
25_20,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.455
30_25,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.456
27_50,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.457
16_51,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.458
4_28,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.459
35_20,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.460
16_52,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.461
14_100,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.462
4_36,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.463
17_26,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.464
16_69,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.465
7_4,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.466
16_71,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.467
2_25,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.468
13_98,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.469
13_75,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.470
30_26,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.471
13_74,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.472
14_78,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.473
18_59,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.474
16_53,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.475
31_14,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.476
27_51,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.477
14_77,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.478
25_21,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.479
5_29,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.480
13_77,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.481
12_8,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.482
17_23,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.483
32_42,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.484
16_54,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.485
18_60,0.0,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.486
