combinaisons,nom,nomcourt,nbrepetitions,plateforme,dispositifs,protocoles,uri
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.146'],11_21,147,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.146
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.147'],27_19,148,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.147
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.148'],5_10,149,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.148
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.149'],25_8,150,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.149
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.150'],32_16,151,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.150
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.151'],1_8,152,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.151
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.152'],27_18,153,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.152
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.153'],27_17,154,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.153
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.154'],26_12,155,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.154
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.155'],14_32,156,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.155
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.156'],6_14,157,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.156
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.157'],13_25,158,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.157
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.158'],14_31,159,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.158
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.159'],18_20,160,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.159
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.160'],32_15,161,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.160
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.161'],29_7,162,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.161
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.162'],27_16,163,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.162
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.163'],32_14,164,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.163
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.164'],2_10,165,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.164
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.165'],14_30,166,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.165
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.166'],32_12,167,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.166
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.167'],25_7,168,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.167
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.168'],4_6,169,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.168
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.169'],11_7,170,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.169
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.170'],18_19,171,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.170
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.171'],33_2,172,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.171
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.172'],36_7,173,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.172
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.173'],2_11,174,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.173
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.174'],16_16,175,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.174
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.175'],6_16,176,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.175
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.176'],2_12,177,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.176
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.177'],5_12,178,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.177
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.178'],14_33,179,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.178
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.179'],35_5,180,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.179
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.180'],11_8,181,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.180
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.181'],11_9,182,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.181
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.182'],35_6,183,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.182
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.183'],32_18,184,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.183
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.184'],16_17,185,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.184
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.185'],18_22,186,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.185
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.186'],13_28,187,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.186
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.187'],27_21,188,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.187
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.188'],13_29,189,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.188
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.189'],30_23,190,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.189
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.190'],12_6,191,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.190
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.191'],29_12,192,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.191
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.192'],26_14,193,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.192
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.193'],14_35,194,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.193
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.194'],8_2,195,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.194
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.195'],2_13,196,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.195
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.196'],14_36,197,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.196
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.197'],12_4,198,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.197
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.198'],18_23,199,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.198
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.199'],31_2,200,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.199
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.200'],17_6,201,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.200
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.201'],16_18,202,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.201
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.202'],27_23,203,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.202
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.203'],29_11,204,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.203
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.204'],17_5,205,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.204
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.205'],14_34,206,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.205
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.206'],4_8,207,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.206
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.207'],29_10,208,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.207
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.208'],13_30,209,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.208
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.209'],26_13,210,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.209
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.210'],27_22,211,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.210
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.211'],30_10,212,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.211
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.212'],5_14,213,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.212
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.213'],17_7,214,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.213
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.214'],14_37,215,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.214
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.215'],5_16,216,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.215
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.216'],30_14,217,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.216
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.217'],4_10,218,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.217
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.218'],29_13,219,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.218
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.219'],30_15,220,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.219
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.220'],18_24,221,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.220
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.221'],29_14,222,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.221
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.222'],27_24,223,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.222
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.223'],7_2,224,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.223
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.224'],4_11,225,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.224
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.225'],14_39,226,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.225
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.226'],16_19,227,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.226
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.227'],13_33,228,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.227
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.228'],29_15,229,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.228
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.229'],26_15,230,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.229
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.230'],18_26,231,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.230
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.231'],32_19,232,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.231
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.232'],16_20,233,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.232
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.233'],4_26,234,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.233
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.234'],16_23,235,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.234
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.235'],4_13,236,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.235
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.236'],13_34,237,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.236
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.237'],27_26,238,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.237
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.238'],14_43,239,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.238
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.239'],11_10,240,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.239
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.240'],25_11,241,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.240
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.241'],32_23,242,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.241
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.242'],18_27,243,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.242
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.243'],8_4,244,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.243
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.244'],16_22,245,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.244
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.245'],14_42,246,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.245
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.246'],31_3,247,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.246
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.247'],8_3,248,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.247
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.248'],14_41,249,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.248
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.249'],17_8,250,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.249
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.250'],32_21,251,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.250
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.251'],6_20,252,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.251
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.252'],25_9,253,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.252
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.253'],16_21,254,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.253
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.254'],2_14,255,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.254
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.255'],18_28,256,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.255
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.256'],5_17,257,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.256
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.257'],16_24,258,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.257
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.258'],29_17,259,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.258
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.259'],8_5,260,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.259
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.260'],38_5,261,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.260
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.261'],26_16,262,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.261
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.262'],31_13,263,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.262
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.263'],13_36,264,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.263
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.264'],26_17,265,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.264
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.265'],11_11,266,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.265
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.266'],30_16,267,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.266
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.267'],32_24,268,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.267
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.268'],13_37,269,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.268
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.269'],18_30,270,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.269
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.270'],6_33,271,2,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.270
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.271'],14_47,272,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.271
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.272'],30_17,273,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.272
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.273'],26_28,274,2,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.273
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.274'],17_19,275,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.274
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.275'],30_24,276,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.275
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.276'],13_40,277,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.276
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.277'],32_27,278,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.277
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.278'],18_32,279,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.278
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.279'],4_14,280,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.279
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.280'],13_39,281,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.280
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.281'],36_10,282,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.281
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.282'],26_19,283,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.282
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.283'],35_7,284,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.283
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.284'],14_48,285,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.284
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.285'],14_49,286,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.285
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.286'],13_41,287,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.286
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.287'],29_18,288,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.287
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.288'],32_28,289,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.288
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.289'],13_42,290,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.289
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.290'],32_29,291,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.290
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.291'],13_43,292,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.291
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.292'],32_30,293,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.292
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.293'],36_14,294,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.293
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.294'],29_20,295,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.294
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.295'],18_37,296,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.295
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.296'],14_54,297,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.296
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.297'],8_6,298,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.297
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.298'],31_8,299,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.298
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.299'],1_15,300,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.299
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.300'],35_14,301,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.300
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.301'],14_53,302,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.301
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.302'],25_13,303,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.302
['test:/0/@dispositifs.0/@protocoles.0/@facteurs.0/@modalites.303'],5_21,304,1,0.0,0.0,0.0,test:/0/@dispositifs.0/@protocoles.0/@traitements.303
