projetdesaisie,datedebut,datefin,commentaire,plateforme,statussaisie,uri
['test:/3'],2015-07-03T12:09:02.684+0200,2015-07-03T12:09:02.684+0200,Saisie importée ,['test:/0'],importee,test:/1
